trip_id,start_time,end_time,headway_secs,exact_times
9449915,06:00,10:00,14,0
9450043,06:00,10:00,14,0
9449938,20:00,24:00,17,0
9450061,20:00,24:00,17,0
9449961,20:00,24:00,17,0
9450002,20:00,24:00,17,0
9450024,20:00,24:00,17,0
9449982,20:00,24:00,17,0
9449908,20:00,24:00,17,0
9450063,20:00,24:00,17,0
9450071,20:00,24:00,17,0
9449941,20:00,24:00,17,0
9450004,20:00,24:00,17,0
9450026,20:00,24:00,17,0
9449984,20:00,24:00,17,0
9450073,20:00,24:00,17,0
9449997,16:00,20:00,13,0
9449956,16:00,20:00,13,0
9449934,16:00,20:00,13,0
9449920,16:00,20:00,13,0
9450019,16:00,20:00,13,0
9450051,16:00,20:00,13,0
9449977,16:00,20:00,13,0
9449903,16:00,20:00,13,0
9450066,16:00,20:00,13,0
9450038,16:00,20:00,13,0
9449999,16:00,20:00,13,0
9449936,16:00,20:00,13,0
9450059,16:00,20:00,13,0
9449959,16:00,20:00,13,0
9450021,16:00,20:00,13,0
9449979,16:00,20:00,13,0
9449905,16:00,20:00,13,0
9450068,16:00,20:00,13,0
9449916,10:00,16:00,16,0
9450044,10:00,16:00,16,0
9449895,10:00,16:00,16,0
9449950,10:00,16:00,16,0
9449992,10:00,16:00,16,0
9450034,10:00,16:00,16,0
9450013,10:00,16:00,16,0
9449971,10:00,16:00,16,0
9449897,10:00,16:00,16,0
9450047,10:00,16:00,16,0
9449930,10:00,16:00,16,0
9449952,10:00,16:00,16,0
9450055,10:00,16:00,16,0
9450015,10:00,16:00,16,0
9449973,10:00,16:00,16,0
9449899,10:00,16:00,16,0
9449995,10:00,16:00,16,0
9450049,10:00,16:00,16,0
9449932,10:00,16:00,16,0
9449955,10:00,16:00,16,0
9449919,10:00,16:00,16,0
9450057,10:00,16:00,16,0
9450017,10:00,16:00,16,0
9449923,06:00,10:00,13,0
9449964,06:00,10:00,13,0
9449890,06:00,10:00,13,0
9449912,06:00,10:00,13,0
9449945,06:00,10:00,13,0
9449987,06:00,10:00,13,0
9450008,06:00,10:00,13,0
9449925,06:00,10:00,13,0
9449966,06:00,10:00,13,0
9450030,06:00,10:00,13,0
9449892,06:00,10:00,13,0
9449914,06:00,10:00,13,0
9450042,06:00,10:00,13,0
9449947,06:00,10:00,13,0
9449989,06:00,10:00,13,0
9450010,06:00,10:00,13,0
9449927,06:00,10:00,13,0
9449968,06:00,10:00,13,0
9450032,06:00,10:00,13,0
9449980,20:00,24:00,16,0
9449906,20:00,24:00,16,0
9450069,20:00,24:00,16,0
9449939,20:00,24:00,16,0
9450062,20:00,24:00,16,0
9449962,20:00,24:00,16,0
9450003,20:00,24:00,16,0
9450025,20:00,24:00,16,0
9449983,20:00,24:00,16,0
9449909,20:00,24:00,16,0
9450064,20:00,24:00,16,0
9450072,20:00,24:00,16,0
9449942,20:00,24:00,16,0
9450005,20:00,24:00,16,0
9450027,20:00,24:00,16,0
9449976,16:00,20:00,13,0
9449902,16:00,20:00,13,0
9450037,16:00,20:00,13,0
9449998,16:00,20:00,13,0
9449957,16:00,20:00,13,0
9449935,16:00,20:00,13,0
9449921,16:00,20:00,13,0
9450020,16:00,20:00,13,0
9450052,16:00,20:00,13,0
9449978,16:00,20:00,13,0
9449904,16:00,20:00,13,0
9450067,16:00,20:00,13,0
9450039,16:00,20:00,13,0
9450000,16:00,20:00,13,0
9449937,16:00,20:00,13,0
9450060,16:00,20:00,13,0
9449960,16:00,20:00,13,0
9450022,16:00,20:00,13,0
9429261,10:00,16:00,16,0
9429819,10:00,16:00,16,0
9429229,10:00,16:00,16,0
9429239,10:00,16:00,16,0
9429256,10:00,16:00,16,0
9429245,10:00,16:00,16,0
9429273,10:00,16:00,16,0
9429280,10:00,16:00,16,0
9429250,10:00,16:00,16,0
9429232,10:00,16:00,16,0
9429307,10:00,16:00,16,0
9429821,10:00,16:00,16,0
9429325,10:00,16:00,16,0
9429313,10:00,16:00,16,0
9429322,10:00,16:00,16,0
9429310,10:00,16:00,16,0
9429316,10:00,16:00,16,0
9429533,10:00,16:00,16,0
9429560,10:00,16:00,16,0
9429552,10:00,16:00,16,0
9429525,10:00,16:00,16,0
9429540,10:00,16:00,16,0
9429275,06:00,10:00,20,0
9429264,06:00,10:00,20,0
9429258,06:00,10:00,20,0
9429221,06:00,10:00,20,0
9429226,06:00,10:00,20,0
9429236,06:00,10:00,20,0
9429253,06:00,10:00,20,0
9429242,06:00,10:00,20,0
9429270,06:00,10:00,20,0
9429247,06:00,10:00,20,0
9429278,06:00,10:00,20,0
9429267,06:00,10:00,20,0
9429657,20:00,24:00,20,0
